北京市,北京市,116.407170,39.904690
天津市,天津市,117.199370,39.085100
上海市,上海市,121.473700,31.230370
重庆市,重庆市,106.550730,29.564710
香港,香港,114.165460,22.275340
澳门,澳门,113.549130,22.198750
河北省,石家庄市,114.514300,38.042760
河北省,唐山市,118.180580,39.630480
河北省,秦皇岛市,119.599640,39.935450
河北省,邯郸市,114.539180,36.625560
河北省,邢台市,114.504430,37.070550
河北省,保定市,115.464590,38.873960
河北省,张家口市,114.887550,40.824440
河北省,承德市,117.963400,40.951500
河北省,沧州市,116.838690,38.304410
河北省,廊坊市,116.683760,39.537750
河北省,衡水市,115.670540,37.738860
河南省,郑州市,113.624930,34.747250
河南省,开封市,114.307310,34.797260
河南省,洛阳市,112.453610,34.618120
河南省,平顶山市,113.192410,33.766090
河南省,安阳市,114.393100,36.097710
河南省,鹤壁市,114.297450,35.747000
河南省,新乡市,113.926750,35.303230
河南省,焦作市,113.242010,35.215630
河南省,濮阳市,115.029320,35.761890
河南省,许昌市,113.852330,34.035700
河南省,漯河市,114.016810,33.581490
河南省,三门峡市,111.200300,34.772610
河南省,南阳市,112.528510,32.990730
河南省,商丘市,115.656350,34.414270
河南省,信阳市,114.092790,32.147140
河南省,周口市,114.696950,33.625830
河南省,驻马店市,114.022990,33.011420
山东省,济南市,117.120090,36.651840
山东省,青岛市,120.382990,36.066230
山东省,淄博市,118.054800,36.813100
山东省,枣庄市,117.321960,34.810710
山东省,东营市,118.674660,37.433650
山东省,烟台市,121.448010,37.463530
山东省,潍坊市,119.161760,36.706860
山东省,济宁市,116.587240,35.414590
山东省,泰安市,117.088400,36.199940
山东省,威海市,122.121710,37.513480
山东省,日照市,119.527190,35.416460
山东省,莱芜市,117.676670,36.213590
山东省,临沂市,118.356460,35.104650
山东省,德州市,116.359270,37.435500
山东省,聊城市,115.985490,36.457020
山东省,滨州市,117.972790,37.382110
山东省,菏泽市,115.481150,35.233630
山西省,太原市,112.556252,37.876876
山西省,大同市,113.304424,40.081863
山西省,阳泉市,113.580470,37.856680
山西省,长治市,113.116490,36.195810
山西省,晋城市,112.851130,35.490390
山西省,朔州市,112.439374,39.357422
山西省,晋中市,112.752780,37.687020
山西省,运城市,111.006990,35.026280
山西省,忻州市,112.734180,38.416700
山西省,临汾市,111.519620,36.088220
山西省,吕梁市,111.141650,37.519340
辽宁省,沈阳市,123.463100,41.677180
辽宁省,大连市,121.614760,38.913690
辽宁省,鞍山市,122.994600,41.107770
辽宁省,抚顺市,123.957220,41.879710
辽宁省,本溪市,123.766860,41.294130
辽宁省,丹东市,124.356010,39.999800
辽宁省,锦州市,121.127030,41.095150
辽宁省,营口市,122.234900,40.666830
辽宁省,阜新市,121.670110,42.021660
辽宁省,辽阳市,123.237360,41.268090
辽宁省,盘锦市,122.070780,41.119960
辽宁省,铁岭市,123.842410,42.286200
辽宁省,朝阳市,120.450800,41.573470
辽宁省,葫芦岛市,120.836990,40.711000
吉林省,长春市,125.323570,43.816020
吉林省,吉林市,126.549440,43.837840
吉林省,四平市,124.350360,43.166460
吉林省,辽源市,125.143680,42.888050
吉林省,通化市,125.939900,41.728290
吉林省,白山市,126.424430,41.940800
吉林省,松原市,124.825150,45.141100
吉林省,白城市,122.838710,45.619600
吉林省,延边朝鲜族自治州,129.509100,42.891190
黑龙江省,哈尔滨市,126.535800,45.802160
黑龙江省,齐齐哈尔市,123.917960,47.354310
黑龙江省,鸡西市,130.969540,45.295240
黑龙江省,鹤岗市,130.297850,47.349890
黑龙江省,双鸭山市,131.159100,46.646580
黑龙江省,大庆市,125.110961,46.595319
黑龙江省,伊春市,128.840490,47.727520
黑龙江省,佳木斯市,130.318820,46.799770
黑龙江省,七台河市,131.003060,45.770650
黑龙江省,牡丹江市,129.632440,44.552690
黑龙江省,黑河市,127.528520,50.245230
黑龙江省,绥化市,126.969320,46.652460
黑龙江省,大兴安岭地区,124.592160,51.923980
江苏省,南京市,118.796470,32.058380
江苏省,无锡市,120.312370,31.490990
江苏省,徐州市,117.285770,34.204400
江苏省,常州市,119.973650,31.810720
江苏省,苏州市,120.583190,31.298340
江苏省,南通市,120.893710,31.979580
江苏省,连云港市,119.222950,34.596690
江苏省,淮安市,119.015950,33.610160
江苏省,盐城市,120.161640,33.349510
江苏省,扬州市,119.412690,32.393580
江苏省,镇江市,119.425000,32.189590
江苏省,泰州市,119.925540,32.455460
江苏省,宿迁市,118.275490,33.961930
浙江省,杭州市,120.155150,30.274150
浙江省,宁波市,121.550270,29.873860
浙江省,温州市,120.699390,27.994920
浙江省,嘉兴市,120.755500,30.745010
浙江省,湖州市,120.088050,30.893050
浙江省,绍兴市,120.580200,30.030330
浙江省,金华市,119.647590,29.078120
浙江省,衢州市,118.874190,28.935920
浙江省,舟山市,122.207780,29.985390
浙江省,台州市,121.420560,28.656110
浙江省,丽水市,119.922930,28.467200
安徽省,合肥市,117.229010,31.820570
安徽省,芜湖市,118.433130,31.352460
安徽省,蚌埠市,117.389320,32.915480
安徽省,淮南市,116.999800,32.625490
安徽省,马鞍山市,118.506110,31.670670
安徽省,淮北市,116.798340,33.954790
安徽省,铜陵市,117.812320,30.944860
安徽省,安庆市,117.063540,30.542940
安徽省,黄山市,118.338660,29.715170
安徽省,滁州市,118.316830,32.301810
安徽省,阜阳市,115.814950,32.889630
安徽省,宿州市,116.963910,33.646140
安徽省,六安市,116.523240,31.734880
安徽省,亳州市,115.779310,33.844610
安徽省,池州市,117.491420,30.664690
安徽省,宣城市,118.758660,30.940780
福建省,福州市,119.296470,26.074210
福建省,厦门市,118.089480,24.479510
福建省,莆田市,119.007710,25.454000
福建省,三明市,117.639220,26.263850
福建省,泉州市,118.675870,24.873890
福建省,漳州市,117.647250,24.513470
福建省,南平市,118.120430,27.331750
福建省,龙岩市,117.017220,25.075040
福建省,宁德市,119.548190,26.665710
江西省,南昌市,115.857940,28.682020
江西省,景德镇市,117.178390,29.268690
江西省,萍乡市,113.854270,27.622890
江西省,九江市,116.001460,29.705480
江西省,新余市,114.917130,27.817760
江西省,鹰潭市,117.069190,28.260190
江西省,赣州市,114.934760,25.831090
江西省,吉安市,114.993760,27.113820
江西省,宜春市,114.416120,27.814430
江西省,抚州市,116.358090,27.947810
江西省,上饶市,117.943570,28.454630
湖北省,武汉市,114.305250,30.592760
湖北省,黄石市,115.038900,30.199530
湖北省,十堰市,110.798010,32.629180
湖北省,宜昌市,111.286420,30.691860
湖北省,襄阳市,112.122550,32.009000
湖北省,鄂州市,114.894950,30.390850
湖北省,荆门市,112.199450,31.035460
湖北省,孝感市,113.916450,30.924830
湖北省,荆州市,112.240690,30.334790
湖北省,黄冈市,114.872380,30.453470
湖北省,咸宁市,114.322450,29.841260
湖北省,随州市,113.382620,31.690130
湖北省,恩施土家族苗族自治州,109.488170,30.272170
湖南省,长沙市,112.938860,28.227780
湖南省,株洲市,113.133960,27.827670
湖南省,湘潭市,112.944110,27.829750
湖南省,衡阳市,112.571950,26.893240
